Order ID,Customer Id,OrderDate,Ship Date,State,City,Sales Channel,Category,Sub Category,ProductID,Quantity,Unit Price,Discount %,TaxRate,ShippingCost,Order Total,Notes
ORD2193312,C647533,1/15/2025,1/16/2025,TX,Dallas,phone,Home,Blender,P60464,1,$381.94,0.05,0.0825,$7.99,$400.77,expedite
ORD9915930,C867343,1/23/2025,1/23/2025,CO,Denver,online,home,vacuum,P69560,2,485.83,0,0.0725,$12.99,"$1,055.10",returned
ORD7841484,C654525,8/2/2025,8/3/2025,CA,sacramento,Phone,clothing,HAT,P80389,1,$223.75,0.05,0.065,$4.99,$231.37,returned
ORD8236328,C164487,9/25/2025,10/4/2025,co,DENVER,Phone,Home,Air_Purifier,P70870,2,$5.57,,4.50%,$7.99,$19.63,promo applied
ORD4303347,C352919,12/8/2025,12/11/2025,tx,HOUSTON,Phone,Clothing,Jacket,P28029,1,$233.53,0,8.25%,$7.99,260.79,VIP customer
ORD9393774,C922286,5/5/2025,5/14/2025,OK,OKLAHOMA CITY,In-Store,ELECTRONICS,Keyboard,P40832,-1,$271.42,0,0.045,$4.99USD,,Address corrected
ORD6538601,C209596,18-Aug-25,8/28/2025,CO,colorado springs,Phone,CLOTHING,Shoes,P93114,1,$174.00,0,6.50%,$12.99,$198.30,
ORD1465234,C056703,10/1/2025,10/5/2025,TX,DALLAS,PHONE,grocery,CEREAL,P20639,1,,0.15,0.0825,$7.99,446.91,
ORD8082394,C148132,7/11/2025,15-Jul-25,AZ,Mesa,IN-STORE,ELECTRONICS,Laptop,P23156,5,237.18,0,0.0725,$9.99,"1,281.87",expedite
ORD3765122,C065959,11/12/2025,11/19/2025,N_M,Mesa,In-Store,home,CHAIR,P45249,5,$337.20,0,0.0725,4.99,"$1,813.22",returned
ORD0599970,C735021,6/21/2025,24-Jun-25,UT,PROVO,In-Store,ELECTRONICS,monitor,P79258,4,$773.82,0.05,0.0825,$7.99,3191.1,VIP customer
ORD1521102,C337251,21-Aug-25,8/21/2025,az,MESA,IN-STORE,GROCERY,Pasta,P30207,-1,831.45,0.1,0.0825,,,promo applied
ORD4182935,C473523,1/17/2025,1/20/2025,UT,provo,Online,Grocery,SNACKS,P12261,1,$142.38,0,0.0725,$0.00,$152.70USD,VIP customer
ORD8773220,C997076,2/3/2025,2/12/2025,ok,tulsa,Online,health,Vitamins,P41762,3,363.08,0,0.0725,7.99,"$1,176.20",promo applied
ORD8915402,C545066,12/4/2025,12/11/2025,AZ,Phoenix,IN-STORE,Grocery,PASTA,P15986,-1,$359.40USD,0.2,0.0825,$0.00,-$311.24,Address corrected
ORD3985316,C062163,8/4/2025,8/5/2025,CA,San Jose,Phone,HOME,VACUUM,P01737,1,$225.85,0.1,0.065,$4.99,$221.47,returned
ORD6543618,C568276,11/8/2025,11/17/2025,nm,ALBUQUERQUE,phone,Grocery,PASTA,P15593,2,482.27,0.05,0.0725,0,982.75,returned
ORD7810258,C333681,1/14/2025,1/19/2025,CA,San_Jose,online,Clothing,HAT,P95268,5,650,0.2,0.0725,$12.99,"$2,801.49",expedite
ORD9176041,C906519,2/8/2026,2/18/2026,UT,provo,phone,Clothing,Hat,P56213,1,$80.50,0,0.0825,9.99,$97.13,VIP customer
ORD2911489,C108846,2/5/2026,2/15/2026,AZ,Tucson,IN-STORE,grocery,pasta,P66849,1,473.19,0,0.065,$0.00USD,503.95,
ORD6311413,C554803,9/17/2025,9/27/2025,TX,HOUSTON,PHONE,Home,AIR PURIFIER,P98975,1,$484.46,0.1,0.045,4.99,$460.62USD,
ORD9623989,C028253,10/22/2025,28-Oct-25,CA,SAN DIEGO,online,grocery,Snacks,P64874,5,$307.27USD,0.1,0.0725,9.99,"1,492.95",VIP customer
ORD3327809,C953609,2/15/2026,2/16/2026,CO,Denver,In-Store,health,Vitamins,P20691,2,$110.71,0.15,0.045,7.99,204.67,expedite
ORD1795155,C756854,7/19/2025,7/26/2025,NM,albuquerque,in-store,Health,Protein,P92637,1,,0.1,7.25%,$0.00,$599.51,Address corrected
ORD7291471,C406758,12/24/2025,12/27/2025,NM,las cruces,PHONE,CLOTHING,JACKET,P36554,1,803.26,0.05,0.045,$0.00,$797.44,promo applied
ORD5258345,C961534,5/9/2025,5/15/2025,ca,Sacramento,in-store,clothing,T-Shirt,P70535,5,775.63,0,0.0725,$0.00USD,"$4,159.32",promo applied
ORD6272731,C794998,5/28/2025,5/28/2025,az,,in-store,health,Skincare,P58681,4,$26.64,0.05,0.0725,$12.99,121.56,
ORD7074762,C091432,13/32/2025,2/12/2026,NM,RIO RANCHO,PHONE,health,PROTEIN,P79263,-1,$570.20,0,0.065,4.99,$-602.27USD,promo applied
ORD1190896,C263110,4/30/2025,5/2/2025,NM,Rio_Rancho,In-Store,GROCERY,SNACKS,P59817,5,$376.74,0,0.0825,$12.99,"$2,052.10",promo applied
ORD0886222,C414299,3/8/2025,3/8/2025,nm,LAS CRUCES,In-Store,HOME,Vacuum,P52933,,288.36,0,0.0825,$7.99USD,320.14,expedite
ORD8112351,C706580,7/16/2025,7/23/2025,CO,COLORADO SPRINGS,in-store,grocery,Pasta,P15496,2,$237.55,0,0.0825,12.99,,returned
ORD8965376,C973207,26-Aug-25,9/2/2025,ca,San Jose,ONLINE,GROCERY,Pasta,P43048,2,$84.99,0,0.0825,$12.99,$196.99,promo applied
ORD5417316,C706371,6-Feb-26,2/15/2026,OK,Oklahoma_City,Online,health,Protein,P57277,2,$26.55USD,0,0.0725,0,56.95,VIP customer
ORD1475728,C186453,2/6/2026,2/13/2026,AZ,Phoenix,In-Store,Electronics,MOUSE,P25249,-1,$119.30,0,0.045,,$-119.68USD,Address corrected
ORD6066939,C548076,13/32/2025,17-Jul-25,co,BOULDER,online,HOME,LAMP,P38345,2,245.11,0,0.0825,,$538.65,Address corrected
ORD5886512,C658891,2/6/2025,10-Feb-25,ok,oklahoma city,Online,Clothing,T-Shirt,P08516,2,$548.74,0.05,0.0725,,,promo applied
ORD3609236,C094740,7/2/2025,7/9/2025,NM,,Online,grocery,pasta,P21986,1,$502.13,0,0.0725,$9.99,548.52,updated record
ORD6929521,C792212,9/29/2025,10/9/2025,OK,Tulsa,online,Home,chair,P24262,2,$369.00,,0.065,7.99,$793.96,
ORD9408593,C310082,10/31/2025,10/31/2025,CO,BOULDER,In-Store,HEALTH,First_Aid,P29152,2,$399.93,0,0.0825,$12.99,878.84,returned
ORD9429344,C013819,11/11/2025,11/16/2025,NM,Las Cruces,online,Health,Protein,P16606,-1,840.75,0.05,0.045,$4.99,-$829.66,expedite
ORD3974101,C861605,9/20/2025,9/27/2025,tx,AUSTIN,online,GROCERY,Cereal,P31775,,$198.44,0,0.0825,$7.99,222.8,returned
ORD4842140,C185814,5/11/2025,12-May-25,NM,ALBUQUERQUE,IN-STORE,CLOTHING,Jeans,P41297,-1,$721.77,0,0.045,$7.99USD,-$746.26,returned
ORD0450197,C968880,12/6/2025,12/16/2025,NM,,online,HEALTH,protein,P62625,1,529.96,,0.045,$12.99,$566.80,VIP customer
ORD9780607,C909987,14-Nov-25,11/17/2025,CA,SAN JOSE,online,Electronics,laptop,P38066,5,124.6,0,0.065,$9.99,673.49,
ORD8844933,C198578,2/1/2026,2/3/2026,tx,Houston,ONLINE,electronics,Mouse,P61684,4,232.18,0.1,6.50%,12.99,$903.17,returned
ORD9905416,C482984,2/5/2025,2/7/2025,NM,ALBUQUERQUE,Online,health,PROTEIN,P14166,1,$672.08,0.2,0.045,0,561.86,expedite
ORD8168749,C767472,2/2/2026,2/3/2026,OK,Oklahoma City,in-store,Health,protein,P76964,2,$307.49,0.15,0.0725,7.99,$568.62,VIP customer
ORD6131123,C997447,7/30/2025,8/5/2025,NM,albuquerque,Online,Home,AIR PURIFIER,P97616,3,$669.69,0,0.0725,$12.99USD,"2,167.72",
ORD3967470,C246685,11/28/2025,7-Dec-25,CO,Boulder,ONLINE,Grocery,COFFEE,P01713,,$258.55,0.05,0.045,$0.00,$256.68,VIP customer
ORD2446709,C425446,6/4/2025,6/5/2025,AZ,PHOENIX,In-Store,Electronics,Mouse,P04205,1,$754.25,0,0.045,$12.99,$801.18,
ORD0822131,C125435,8/9/2025,8/13/2025,AZ,phoenix,Phone,grocery,snacks,P77397,-1,158.44,0.05,0.0725,4.99,-$156.44,returned
ORD3997801,C314989,10/14/2025,10/21/2025,CA,san jose,Phone,HEALTH,Thermometer,P22020,-1,358.65,0.15,8.25%,12.99,-$317.01,
ORD6200482,C502010,13-Jun-25,6/15/2025,AZ,Tucson,PHONE,Electronics,Laptop,P08570,2,,0,0.0725,$0.00USD,983.93,Address corrected
ORD5636398,C806887,5/28/2025,6/7/2025,NM,LAS CRUCES,in-store,ELECTRONICS,headphones,P91177,1,659.55,0.05,7.25%,9.99,681.99,
ORD5771971,C831957,11-Feb-25,17-Feb-25,UT,Salt_Lake_City,in-store,Home,Air Purifier,P17023,1,598.13,0,0.0825,$7.99,655.47,returned
ORD3890699,C277865,10/14/2025,10/18/2025,CA,San Diego,Phone,Grocery,Cereal,P97026,1,$390.03,0,0.0825,$4.99,$427.20,
ORD6764762,C557133,8/29/2025,9/1/2025,AZ,Tucson,ONLINE,Grocery,Snacks,P03751,2,$103.67,0.2,0.065,$0.00,$176.65,promo applied
ORD6438461,C207518,1/19/2026,21-Jan-26,OK,Tulsa,ONLINE,Clothing,T-Shirt,P24128,3,$684.50,0,0.0825,$0.00,"$2,222.91",
ORD6498995,C764452,24-Jul-25,7/24/2025,NM,Las_Cruces,Online,ELECTRONICS,Keyboard,P28866,-1,$544.29,0,0.045,,-558.79,expedite
ORD6765803,C253922,2/22/2025,3/3/2025,nm,LAS CRUCES,in-store,HOME,VACUUM,P97437,1,$400.90USD,0,0.065,$7.99,434.95,
ORD4869559,C831909,1/3/2025,1/3/2025,N_M,denver,online,health,protein,P96967,3,192.93,0,7.25%,$9.99,630.74,VIP customer
ORD6812315,C356604,7/7/2025,7/13/2025,OK,Oklahoma_City,IN-STORE,Electronics,MONITOR,P68419,5,$479.26,0,0.045,7.99,,Address corrected
ORD0107611,C166939,21-Jan-26,1/23/2026,ca,san diego,In-Store,Electronics,Headphones,P43229,1,144.9,0,0.0725,$0.00,$155.41,
ORD6697658,C663152,14-May-25,5/18/2025,CA,Sacramento,ONLINE,Grocery,cereal,P92831,3,$277.33,0.1,0.045,$0.00,$782.49,VIP customer
ORD6612507,C725488,5/28/2025,6/2/2025,CO,colorado springs,In-Store,health,First Aid,P40976,1,$80.21,0,0.0725,$9.99,$96.02,promo applied
ORD5804249,C902336,31-Jan-26,2/9/2026,n m,Phoenix,ONLINE,HEALTH,Skincare,P43265,-1,$689.84,0,8.25%,$9.99,-$736.76,
ORD4370687,C796611,2-Mar-25,3/11/2025,ok,tulsa,in-store,HOME,LAMP,P76676,4,$450.85,,6.50%,$4.99,"$1,733.55",updated record
ORD8472131,C925153,7/19/2025,7/29/2025,ut,Salt_Lake_City,In-Store,grocery,Cereal,P40183,2,$332.32,0.05,0.0725,$7.99,$685.18,
ORD4733026,C766070,14-Jan-26,23-Jan-26,AZ,PHOENIX,PHONE,Clothing,Shoes,P31395,1,,0.15,0.0725,$12.99,$96.26,VIP customer
ORD0364326,C841557,1/2/2026,1/3/2026,TX,Houston,Phone,grocery,Snacks,P66449,3,435.02,0,0.0825,,1420.72,returned
ORD9160436,C667381,2/27/2025,28-Feb-25,CA,San_Diego,IN-STORE,Grocery,COFFEE,P53913,-1,370.56,0,0.065,0,-394.65,
ORD0554535,C209778,13-Jan-25,1/17/2025,AZ,Phoenix,in-store,electronics,Keyboard,P42178,-1,$292.41,0.2,0.0825,7.99,-245.24,
ORD2782707,C603486,1/9/2025,16-Jan-25,ok,Oklahoma City,phone,HOME,lamp,P75565,,$842.79,0,4.50%,,2642.15,promo applied
ORD1038051,C698577,4/23/2025,4/23/2025,UT,Provo,online,home,lamp,P73741,1,$772.58,0.15,0.0725,9.99,$714.29,VIP customer
ORD6364857,C563133,6/2/2025,6/9/2025,NM,las cruces,PHONE,health,vitamins,P07547,1,473.42,0.1,4.50%,$9.99,$455.24,VIP customer
ORD9112983,C884173,8/4/2025,8/11/2025,N M,Tucson,Online,GROCERY,TEA,P19435,2,838.85,0.05,0.0825,$4.99,"$1,730.29",VIP customer
ORD3438302,C853894,4/2/2025,4/12/2025,NM,albuquerque,in-store,Clothing,Jacket,P13187,3,$798.42,0.15,6.50%,$0.00,2168.31,promo applied
ORD6665507,C111784,2/1/2025,2/4/2025,CO,colorado springs,In-Store,Health,VITAMINS,P57777,5,$304.80,0.1,0.065,9.99,"$1,470.74",
ORD8644512,C696297,12/8/2025,12/12/2025,n m,HOUSTON,PHONE,Clothing,SHOES,P23072,2,$611.48,0.2,0.045,$4.99USD,$1027.38USD,VIP customer
ORD7520107,C727018,4/12/2025,4/16/2025,CO,Boulder,ONLINE,home,BLENDER,P94615,1,76.26,0.1,0.065,$4.99,$78.09,returned
ORD8153640,C341186,7/4/2025,7/7/2025,OK,oklahoma city,In-Store,Grocery,SNACKS,P07618,1,$158.92,0.15,0.0725,9.99,$154.87,VIP customer
ORD9026352,C431744,11-Jan-26,1/18/2026,N M,Tulsa,PHONE,electronics,headphones,P28915,1,609.15,0.1,0.0825,9.99,603.45,
ORD9459100,C146675,10-Aug-25,8/13/2025,ut,PROVO,online,Electronics,Mouse,P14174,5,$129.57,0.05,0.045,$7.99,$651.14,returned
ORD8168974,C861436,11/22/2025,12/2/2025,UT,PROVO,Online,Health,vitamins,P78057,2,$540.64,0.15,0.045,$4.99,,
ORD6588307,C660083,5/6/2025,7-May-25,UT,Salt Lake City,In-Store,CLOTHING,jacket,P49160,-1,$439.20,0.1,6.50%,4.99,-$415.98,VIP customer
ORD0371411,C774604,10/30/2025,2-Nov-25,nm,santa fe,IN-STORE,clothing,Hat,P36576,1,$311.35,0.05,0.065,$9.99,$325.00,returned
ORD6389106,C815005,9/21/2025,9/23/2025,CO,BOULDER,Phone,Electronics,Laptop,P98772,5,$793.07,,0.065,4.99,"$3,805.78",expedite
ORD5186898,C412551,2/17/2025,2/19/2025,az,Tucson,IN-STORE,Electronics,monitor,P16639,1,,0,0.045,$7.99,$624.04,
ORD5948822,C225241,6/29/2025,7/1/2025,CA,SAN DIEGO,ONLINE,Electronics,headphones,P93459,4,$703.93,0.1,0.065,$12.99USD,"$2,711.86",
ORD7154374,C626434,4/17/2025,4/23/2025,AZ,Tucson,in-store,ELECTRONICS,headphones,P80106,3,$235.11,0.1,4.50%,$7.99,671.35,
ORD4761527,C320912,2/28/2025,3-Mar-25,N M,tulsa,IN-STORE,HEALTH,VITAMINS,P90446,2,828.45,0,0.045,4.99,1736.45,
ORD5808730,C155439,6/12/2025,6/22/2025,NM,LAS CRUCES,Online,home,Blender,P80142,-1,$849.81,0,0.0825,$7.99,-$911.93,
ORD7772890,C940076,2/25/2026,2/27/2026,tx,AUSTIN,online,health,Vitamins,P14693,2,$847.06,0,6.50%,$9.99,"$1,814.23",promo applied
ORD3796697,C447316,12/16/2025,12/21/2025,NM,LAS CRUCES,Phone,Electronics,headphones,P82681,1,$181.68,0.15,0.0725,$4.99,$170.61,
ORD3614006,C429254,8/28/2025,8/28/2025,UT,SALT LAKE CITY,in-store,health,PROTEIN,P19782,1,$773.96,0.1,0.065,$7.99,$749.83USD,
ORD7268257,C025381,10/18/2025,10/28/2025,CA,Los Angeles,PHONE,Health,Protein,P54183,1,$649.63,0.15,0.0725,12.99,605.21,returned
ORD3763868,C385599,13/32/2025,10/8/2025,TX,AUSTIN,Phone,HEALTH,Thermometer,P96774,5,$49.26,0,0.0825,,$274.61,returned
ORD7709940,C004742,9/24/2025,10/4/2025,ok,oklahoma city,Online,health,thermometer,P29423,-1,596.48,0,0.065,$7.99USD,-$627.26,VIP customer
ORD0296019,C949291,8/24/2025,8/29/2025,CA,san jose,PHONE,grocery,Cereal,P70218,4,338.49,0,0.0725,4.99,,
ORD5845346,C223665,12/19/2025,12/28/2025,UT,SALT LAKE CITY,in-store,HEALTH,SKINCARE,P27867,2,$616.07,0.1,7.25%,$4.99,$1194.31USD,
ORD1781292,C813331,6/12/2025,6/19/2025,NM,Santa Fe,In-Store,GROCERY,cereal,P19474,1,$639.21,0.05,0.065,4.99,$651.71,
ORD5953539,C706537,10-Apr-25,4/10/2025,TX,,PHONE,Home,vacuum,P80976,4,$790.94,0,0.065,12.99,3382.39,
ORD7323216,C203778,12/26/2025,12/30/2025,co,COLORADO SPRINGS,Phone,GROCERY,Coffee,P64306,4,$374.52,0,7.25%,$12.99USD,"1,619.68",VIP customer
ORD1931406,C226907,19-Apr-25,4/21/2025,CA,Sacramento,Phone,Electronics,Headphones,P54403,-1,$418.62,0,0.0725,$4.99,-443.98,
ORD6475765,C516394,2/10/2026,13/32/2025,CO,Colorado Springs,PHONE,Home,CHAIR,P84279,2,421.98,0,4.50%,$12.99,894.93,promo applied
ORD3653692,C300048,7/30/2025,8/2/2025,az,tucson,PHONE,Clothing,shoes,P69855,1,815.08,0.15,0.0725,$9.99,753.04,promo applied
ORD5536243,C846965,1/10/2026,18-Jan-26,CA,LOS ANGELES,Phone,Clothing,hat,P43738,-1,$726.37,0,0.0825,12.99,$-773.31USD,Address corrected
ORD9246618,C304637,2/15/2025,2/17/2025,TX,Houston,Online,Home,lamp,P38980,4,347.29,0.05,6.50%,$0.00,$1405.48USD,
ORD9127390,C238168,11/11/2025,11/11/2025,CO,Denver,in-store,clothing,Jacket,P98042,1,379.81,0.05,0.065,$0.00,$384.27USD,
ORD1394470,C742394,12/21/2025,12/23/2025,ok,OKLAHOMA CITY,in-store,Home,blender,P77860,5,307.05,0,0.0825,$4.99,"$1,666.90",
ORD5634875,C645052,9/19/2025,9/27/2025,CA,San_Diego,IN-STORE,Health,THERMOMETER,P98013,1,405.54,0,0.0825,$7.99,$446.99,
ORD8253276,C359595,8/4/2025,14-Aug-25,CA,SAN JOSE,Phone,Electronics,Mouse,P90457,1,531.69,0.05,7.25%,12.99,554.72,
ORD6655604,C080916,2/27/2025,27-Feb-25,TX,el paso,phone,Electronics,Laptop,P03707,-1,$230.20,0.05,0.065,0,-$232.90,Address corrected
ORD0533382,C329555,10/27/2025,11/1/2025,az,,In-Store,HEALTH,Vitamins,P24498,2,119,0.1,0.065,$12.99USD,,returned
ORD6715350,C098452,3/18/2025,3/21/2025,NM,RIO RANCHO,In-Store,electronics,MONITOR,P74978,1,,,0.0725,4.99,240.54,VIP customer
ORD0433097,C219973,10/12/2025,10/20/2025,CA,San_Jose,ONLINE,Electronics,monitor,P51998,4,,0.2,0.0825,,$955.04USD,
ORD1831350,C545178,1/8/2025,1/14/2025,OK,Tulsa,ONLINE,GROCERY,Tea,P83737,,$251.35,0,0.0825,9.99,282.08,
ORD7394796,C253943,11/7/2025,11/7/2025,TX,EL PASO,Online,GROCERY,tea,P56865,2,$366.96,0.1,0.065,$9.99,713.45,expedite
ORD5752268,C094979,5/23/2025,5/30/2025,UT,Provo,ONLINE,Clothing,HAT,P71599,1,$625.42,0.1,0.0825,$12.99,,returned
ORD0877373,C451401,1/9/2025,1/13/2025,NM,Las Cruces,PHONE,health,skincare,P80549,-1,43.27,0.1,0.065,$0.00,-41.47,
ORD3108470,C553166,1/21/2025,1/27/2025,ut,provo,phone,health,Vitamins,P80066,1,$90.65USD,0,0.045,9.99,$104.72,
ORD8387953,C221238,1/5/2025,13/32/2025,UT,salt lake city,PHONE,home,BLENDER,P05516,2,409.08,0,0.065,4.99,876.33,
ORD9906208,C421366,10/31/2025,11/8/2025,UT,SALT LAKE CITY,IN-STORE,electronics,Laptop,P13907,1,139.93,0,0.0725,7.99,$158.06USD,promo applied
ORD0332285,C363064,8/21/2025,8/26/2025,OK,Oklahoma City,Phone,clothing,hat,P63452,2,616.01,0,0.0825,$12.99,,
ORD5749996,C332977,20-Dec-25,12/30/2025,nm,ALBUQUERQUE,in-store,CLOTHING,jeans,P89637,2,681.9,0,0.065,12.99,"$1,465.44",
ORD0059567,C418742,2/28/2025,2/28/2025,N M,SALT LAKE CITY,ONLINE,Grocery,SNACKS,P01671,2,$617.23,0.1,0.0725,7.99,"$1,199.55",promo applied
ORD7943436,C318508,10/31/2025,11/8/2025,tx,AUSTIN,ONLINE,Electronics,Monitor,P73694,4,$528.69,0,0.045,$4.99,"$2,214.91",returned
ORD2134831,C964743,3/14/2025,22-Mar-25,AZ,TUCSON,Online,Health,THERMOMETER,P13333,2,,0.15,0.0725,$7.99,1115.61,VIP customer
ORD7387421,C055150,11/4/2025,11/5/2025,tx,houston,ONLINE,CLOTHING,Hat,P36151,1,183.62,0,0.0725,$7.99,204.92,
ORD6688577,C747791,1/14/2026,1/16/2026,co,colorado springs,Phone,Grocery,tea,P80754,1,$358.13,0.2,0.0725,$12.99,$320.27,VIP customer
ORD1314379,C946168,5/26/2025,6/4/2025,ut,Salt_Lake_City,Phone,electronics,HEADPHONES,P81196,,,0,0.045,$0.00,$658.67,
ORD6924727,C817223,10/5/2025,10/7/2025,UT,provo,Online,Electronics,Laptop,P76368,2,291.82,0,0.0725,$4.99,$630.94,
ORD8023678,C740368,9/19/2025,9/27/2025,CO,Boulder,In-Store,grocery,cereal,P94723,1,$235.51,0,0.0725,7.99,$260.57USD,expedite
ORD3809366,C076868,9/24/2025,9/26/2025,NM,Albuquerque,IN-STORE,Clothing,Jeans,P66145,1,342.79,0.1,0.065,$9.99,338.55,returned
ORD2821209,C932683,7/26/2025,7/29/2025,ca,San_Jose,phone,home,Blender,P87765,2,768.79,0,0.045,$7.99,"1,614.76",
ORD1845883,C700568,16-Aug-25,8/26/2025,OK,Tulsa,Phone,Clothing,T-SHIRT,P56029,5,$217.84,0,0.0725,$0.00,"$1,168.17",expedite
ORD7841521,C752279,4/19/2025,4/25/2025,AZ,Mesa,In-Store,Home,Vacuum,P35245,2,580.37,0,0.045,$0.00,"$1,212.97",expedite
ORD0059567,C418742,2/28/2025,2/28/2025,N M,SALT LAKE CITY,ONLINE,Grocery,SNACKS,P01671,2,$617.23,0.1,0.0725,7.99,"$1,199.55",updated record
ORD6010287,C107515,2/2/2025,2/9/2025,CO,colorado springs,Online,HOME,vacuum,P15992,1,$364.66,0,0.0825,$12.99,$407.73,
ORD3834058,C501185,8/23/2025,8/25/2025,OK,Tulsa,phone,electronics,HEADPHONES,P77682,-1,$118.24,0.05,4.50%,$4.99,-112.39,returned
ORD1273197,C186768,2/6/2025,2/16/2025,az,tucson,Phone,ELECTRONICS,Keyboard,P78165,5,$572.19,0,0.045,7.99,2997.68,promo applied
ORD3204807,C809700,22-Jul-25,7/26/2025,CA,san jose,Online,Clothing,jacket,P61124,2,$92.86,0.2,0.045,4.99,$160.25,promo applied
ORD6949993,C221269,7/2/2025,7/2/2025,NM,Las Cruces,IN-STORE,Grocery,tea,P84670,1,773.76,0.2,0.065,9.99,$669.23,Address corrected
ORD6140082,C438206,2/3/2025,2/9/2025,AZ,Phoenix,PHONE,HEALTH,protein,P81051,2,659.87,0.15,0.045,$0.00,"$1,172.26",VIP customer
ORD5081523,C421660,8/24/2025,8/28/2025,OK,OKLAHOMA CITY,IN-STORE,CLOTHING,Hat,P91223,5,765.94,0,0.045,0,"$4,002.04",promo applied
ORD9417604,C951003,29-May-25,6/1/2025,TX,EL PASO,PHONE,Grocery,snacks,P75904,1,$13.77,0.05,0.0825,,24.15,VIP customer
ORD1187338,C779942,5/4/2025,11-May-25,AZ,Mesa,In-Store,Clothing,shoes,P74579,1,,0.1,0.045,$9.99,93.91,returned
ORD4372922,C827244,6/4/2025,6/12/2025,CO,Boulder,ONLINE,clothing,JEANS,P28991,1,569.14,0.1,0.065,$7.99,553.51,VIP customer
ORD6074320,C249872,2/21/2026,3/3/2026,az,TUCSON,phone,Home,Chair,P79634,5,$61.89,0.2,0.065,$9.99,$273.64,promo applied
ORD9678579,C773587,6/22/2025,6/27/2025,ok,tulsa,phone,Grocery,Pasta,P27861,-1,$485.77USD,0.05,0.0725,$12.99,-$481.95,Address corrected
ORD9726719,C012459,7/4/2025,7/11/2025,CA,san diego,Online,home,Lamp,P87660,1,488.89,0,0.065,12.99,533.66,Address corrected
ORD1155779,C088542,1/15/2025,1/23/2025,ok,Oklahoma_City,PHONE,home,LAMP,P35295,3,344.73,0.2,0.0825,$12.99,908.6,returned
ORD6331451,C907392,1/7/2025,11-Jan-25,NM,santa fe,PHONE,Clothing,Jacket,P06386,5,$752.37USD,0.05,0.0825,7.99,"$3,876.58",
ORD2925319,C483341,6/21/2025,6/26/2025,NM,Rio Rancho,PHONE,Electronics,KEYBOARD,P04350,1,$148.81,0,0.0725,7.99,$167.59,
ORD2618754,C759758,11/2/2025,11/8/2025,OK,Tulsa,Phone,clothing,jeans,P06779,2,76.9,0,0.065,7.99,$171.79,
ORD9894404,C590609,9/6/2025,6-Sep-25,AZ,Phoenix,Online,GROCERY,Coffee,P26624,4,$536.63,0.1,0.0825,$7.99,2099.24,Address corrected
ORD5448448,C445867,7/14/2025,7/20/2025,ca,SACRAMENTO,In-Store,electronics,Headphones,P40657,5,,0,0.045,12.99,$560.62,promo applied
ORD8729609,C618560,1/3/2026,8-Jan-26,AZ,Tucson,ONLINE,CLOTHING,SHOES,P27010,1,463.92,0.2,0.0825,$0.00,401.75,VIP customer
ORD8020502,C299351,12/5/2025,9-Dec-25,TX,EL PASO,ONLINE,clothing,t-shirt,P37316,2,$773.31,0,0.0725,$9.99,"$1,668.74",Address corrected
ORD5730075,C712287,13-Mar-25,3/14/2025,co,Boulder,In-Store,Electronics,headphones,P17042,-1,612.3,0.15,0.045,$4.99,-538.89,
ORD4073080,C695717,2/16/2026,2/16/2026,nm,Albuquerque,In-Store,Electronics,Laptop,P59032,1,$300.27,0,0.0825,$7.99,333.03,returned
ORD3204807,C809700,22-Jul-25,7/26/2025,CA,san jose,Online,Clothing,jacket,P61124,2,$92.86,0.2,0.045,4.99,$160.25,updated record
ORD5350493,C578737,1/13/2025,22-Jan-25,CO,Colorado_Springs,Phone,Clothing,JACKET,P16011,3,$790.10,0,0.045,0,"2,476.96",
ORD1489235,C701808,3/14/2025,3/15/2025,TX,HOUSTON,Phone,CLOTHING,Jacket,P67303,2,$462.81,0,0.045,9.99,977.26,returned
ORD4765232,C137215,19-Jul-25,7/20/2025,CA,SAN DIEGO,ONLINE,Electronics,keyboard,P22041,1,$754.27USD,0,4.50%,$12.99,,Address corrected
ORD9757455,C437793,1/26/2026,1/26/2026,AZ,PHOENIX,PHONE,HOME,Lamp,P03795,1,$673.96,0.05,0.045,$12.99,682.06,expedite
ORD3979735,C705573,3/15/2025,3/25/2025,OK,tulsa,ONLINE,home,Vacuum,P67369,3,$143.11,0.15,8.25%,9.99,$405.03,promo applied
ORD6056978,C937538,11/11/2025,11/16/2025,TX,Dallas,In-Store,grocery,pasta,P69746,3,$288.88,0.1,0.045,9.99,825.06,
ORD0108629,C147600,3/23/2025,4/2/2025,TX,El_Paso,In-Store,health,protein,P19830,2,,0,8.25%,$9.99,$1656.99USD,promo applied
ORD6885542,C614413,21-Mar-25,3/22/2025,ca,San Jose,online,Home,vacuum,P18754,1,$639.32,0,0.0825,$4.99,$697.05,
ORD9697073,C286306,12/13/2025,12/17/2025,AZ,MESA,PHONE,Electronics,LAPTOP,P02017,2,143.59,0,7.25%,,315.99,
ORD9676821,C928220,1/3/2026,4-Jan-26,UT,Provo,IN-STORE,Health,Protein,P19390,4,$455.35,0.2,0.0825,$4.99,"$1,582.32",Address corrected
ORD0390169,C361958,6/28/2025,7/2/2025,ok,Tulsa,Online,Home,Vacuum,P16058,5,$266.49,0.15,0.065,$12.99,"$1,219.19",
